A 2.NRW-42.3|Fachoberschule, Klasse 13, Gesundheit und Soziales (Fachgebundene Hochschulreife)|
A 2.NRW-42.4|Fachoberschule, Klasse 13, Ernährung und Hauswirtschaft (Fachgebundene Hochschulreife)|
A 2.NRW-42.5|Fachoberschule, Klasse 13, Agrarwirtschaft, Bio- und Umwelttechnologie (Fachgebundene Hochschulreife)|
A 2.NRW-42.6|Fachoberschule, Klasse 13, Gestaltung (Fachgebundene Hochschulreife)|
A 2.NRW-91|Vorbereitung auf Bildungsgänge, die zur fachgebundenen Hochschulreife führen|
A 2.NRW-92|Vorbereitung auf die Prüfung zur fachgebundenen Hochschulreife|
A 3.BAY-21.7|Berufliche Oberschule, Fachoberschule, Internationale Wirtschaft (Fachhochschulreife)|
A 3.BAY-21.9|Berufliche Oberschule, Fachoberschule, Gesundheit (Fachhochschulreife)|
A 7.BRE-21.1|Berufsfachschule - einjährig, Technik (Berufliche Grundbildung)|
A 7.BRE-21.2|Berufsfachschule - einjährig, Wirtschaft und Verwaltung (Berufliche Grundbildung)|
A 7.BRE-21.3|Berufsfachschule - einjährig, Gesundheit und Soziales (Berufliche Grundbildung)|
A 1.BER-21.5|Berufliches Gymnasium, Agrarwirtschaft (allgemeine Hochschulreife)|
A 1.BER-21.7|Berufliches Gymnasium, Biotechnologie (allgemeine Hochschulreife)|
A 1.BER-21.8|Berufliches Gymnasium, Berufliche Informatik (allgemeine Hochschulreife)|
A 7.HES-17|Berufsfachschule zum Übergang in Ausbildung (berufliche Grundbildung)|
A 2.BAY-21.1|Fachoberschule, Klasse 13, Technik (fachgebundene Hochschulreife)|
A 2.BAY-21.2|Fachoberschule, Klasse 13, Wirtschaft und Verwaltung (fachgebundene Hochschulreife)|
A 2.BAY-21.3|Fachoberschule, Klasse 13, Sozialwesen (fachgebundene Hochschulreife)|
A 2.BAY-21.5|Fachoberschule, Klasse 13, Agrarwirtschaft, Bio- und Umwelttechnologie (fachgebundene Hochschulreife)|
A 2.BAY-21.6|Fachoberschule, Klasse 13, Gestaltung (fachgebundene Hochschulreife)|
A 2.BAY-21.7|Fachoberschule, Klasse 13, Internationale Wirtschaft (fachgebundene Hochschulreife)|
A 2.BAY-21.8|Fachoberschule, Klasse 13, Gesundheit (fachgebundene Hochschulreife)|
A 2.BER-21.2|Fachoberschule, Klasse 13, Wirtschaft und Verwaltung (fachgebundene Hochschulreife)|
A 2.BER-21.3|Fachoberschule, Klasse 13, Soziales (fachgebundene Hochschulreife)|
A 2.BRE-21.1|Fachoberschule, Klasse 13, Technik (fachgebundene Hochschulreife)|
A 2.BRE-21.3|Fachoberschule, Klasse 13, Gesundheit und Soziales (fachgebundene Hochschulreife)|
A 2.BRE-21.4|Fachoberschule, Klasse 13, Ernährung und Hauswirtschaft (fachgebundene Hochschulreife)|
A 2.BRE-21.6|Fachoberschule, Klasse 13, Gestaltung (fachgebundene Hochschulreife)|
C 1435-10-55|App-Entwicklung, -Programmierung|
C 1010-35|Betriebssanitätswesen, Erste Hilfe|
C 1015-10|Tierärztliche Fachfortbildung|
C 1015-15|Naturheilkunde und alternative Therapien in der Tiermedizin, Tierphysiotherapie|
C 1015-20|Tierpsychologie|
C 1020-10|Gesundheitsmanagement, Case Management|
C 1020-15|Medizinische Assistenz - allgemein|
C 1020-20|Praxismanagement|
C 1020-25|Abrechnung, Buchführung - Gesundheitswesen|
C 1020-35|Medizinisch-technische Assistenz, medizinisches Labor|
C 1020-40|Medizinische Dokumentation/Kodierung|
C 1025-10|Kranken-, Altenpflege - Grundqualifizierung|
C 1025-15|Kranken-, Altenpflege - Fachfortbildung (übergreifend)|
C 1025-20-10-10|Gesprächsführung, Beratung in der Kranken- und Altenpflege|
C 1025-20-10-15|Palliativpflege|
C 1025-20-10-20|Prophylaxe in der Pflege|
C 1025-20-10-25|Schmerztherapie in der Pflege|
C 1025-20-10-30|Sterbebegleitung und Umgang mit dem Tod|
C 1025-20-10-35|Wundmanagement, Verbandstechniken in der Pflege|
C 1025-20-10-40|Fachpflege - weitere übergreifende Themen|
C 1025-20-15|Fachpflege - Chirurgie, Operationsdienst|
C 1025-20-20|Fachpflege - Geriatrie/Gerontologie und Rehabilitation|
C 1025-20-25|Fachpflege - Innere Medizin, Anästhesie und Intensivmedizin|
C 1025-20-30|Fachpflege - Neurologie, Neurochirurgie|
C 1025-20-35|Fachpflege - Psychiatrie, Kinder-, Jugend- und Gerontopsychiatrie|
C 1025-20-40|Fachpflege - Urologie|
C 1025-20-45|Fachpflege - sonstige Fachgebiete|
C 1025-25|Ambulante Pflege, Haus- und Familienpflege|
C 1025-35|Nachschulung für Betreuungskräfte|
C 1025-40|Entbindungspflege|
C 1025-45|Leitung/Lehrtätigkeiten in der Pflege|
C 1025-50|Pflegedokumentation, -planung|
C 1030-10|Ergotherapie|
C 1030-15-10|Physiotherapie - Fachfortbildung|
C 1030-15-15|Atemtherapie, Atempflege|
C 1030-15-20|Funktionelle Physiotherapie/Bewegungslehre|
C 1030-15-25|Komplexe Behandlungsmethoden spezieller Krankheitsbilder|
C 1030-15-30|Manuelle Therapie/Behandlungsmethoden, Muskeldehntechnik|
C 1030-15-35|Psychomotorik, Sensomotorik, Motopädie|
C 1030-15-40|Sportphysiotherapie, Bäderwesen, Rehabilitation|
C 1030-15-45|Sonstige Physiotherapietechniken|
C 1030-20-10|Massage - Fachfortbildung|
C 1030-20-15|Fußreflexzonenmassage|
C 1030-20-20|Manuelle Lymphdrainage|
C 1030-20-25|Sport-, Gesundheits- und Fitnessmassage|
C 1030-20-30|Sonstige Massagetechniken, -formen und -therapien|
C 1030-25|Logopädie|
C 1035-10|Psychologie - Grundlagen-/Fachwissen|
C 1035-15|Psychologie - spezielle Anwendungsbereiche|
C 1035-20|Psychotherapie - allgemein|
C 1035-25-10|Kinder- und Jugendlichen-Psychotherapie|
C 1035-25-15|Systemische Therapie|
C 1035-25-20|Tiefenpsychologische Therapieformen|
C 1035-25-25|Verhaltensorientierte Therapien|
C 1035-25-30|Sonstige spezielle Psychotherapieformen, -verfahren|
C 1040-10|Medizintechnik|
C 1040-15|Orthopädietechnik|
D 34|Sonstige Aufstiegsfortbildungen|
C 1040-20|Zahntechnik|
C 1040-25|Augenoptik|
C 1040-30|Hörgeräteakustik|
C 1045-10-10|Diätwesen, Ernährung - Fachfortbildung|
C 1045-10-15|Ernährungsberatung|
C 1045-10-20|Vollwert- und vegetarische Ernährung|
C 1045-15-10|Gesundheitsförderung, -training - Fachfortbildung|
C 1045-15-15|Gesundheitsberatung|
C 1045-15-20|Entspannungstherapien und -methoden|
C 1045-20|Naturheilkunde|
C 1045-25-10|Ayurvedische Medizin|
C 1045-25-15|Homöopathie|
C 1045-25-20|Traditionelle Chinesische Medizin (TCM)|
C 1045-25-25|Sonstige Alternative Therapien|
C 1050-10|Sport - Fachfortbildung|
C 1050-15|Sportmanagement|
C 1055-10|Friseurhandwerk|
C 1055-15|Farb-, Stil-, und Typberatung|
C 1055-20-10|Kosmetik - Fachfortbildung|
C 1055-20-15|Kosmetische Massage und Lymphdrainage|
C 1055-20-20|Kosmetische Spezialbehandlungen|
C 1055-25|Visagistik, Maskenbildnerei|
C 1055-30-10|Fußpflege|
C 1055-30-15|Hand- und Nagelpflege|
C 1055-30-20|Nageldesign und Nagelmodellage|
C 1210-10|Holzkunde, Holzwerkstoffe, Holzbe- und -verarbeitung - allgemein|
C 1210-15|Holzbau|
C 1210-20|Holzschutz|
C 1215|Möbelbau, Polsterei|
C 1220|Papiererzeugung, -verarbeitung|
C 1225|Verpackungsmittelherstellung|
C 1230-10|Kunststoffkunde, Kunststoffbe- und -verarbeitung - allgemein|
C 1230-15|Kunststoffverarbeitung - Spritzgießen, Extrusion u.a. Urformverfahren|
C 1230-20|Kunststoffverarbeitung - Schweißen, Kleben und andere Fügeverfahren|
C 1235|Kautschukverarbeitung|
C 1240|Textilerzeugung, -veredlung|
C 1245|Bekleidungsherstellung, Schneiderei|
C 1250|Textil-, Bekleidungsdesign|
C 1255|Lederherstellung, -verarbeitung|
C 1410-10|Computer-/IT-Grundlagen|
C 1410-15|Computer-/IT-Aufbauwissen|
C 1410-20-10|Internetnutzung - allgemein|
C 1410-20-15|Internetnutzung - Online-Recherche|
C 1415-10-10|MS Office - Grundlagen|
C 1415-10-15|MS Office - Aufbaukurse, Kompaktkurse|
C 1415-10-20|OpenOffice - Anwendungen|
C 1415-10-25|Andere Office-Softwarepakete|
C 1415-15-10|MS Word - Grundlagen|
C 1415-15-15|MS Word - Aufbaukurse, Kompaktkurse|
C 1415-15-20|Tastschreiben am Computer|
C 1415-15-25|Textverarbeitung nach der DIN Norm 5008|
C 1415-15-30|Andere Textverarbeitungsprogramme|
C 1415-20-10|MS Excel - Grundlagen|
C 1415-20-15|MS Excel - Aufbaukurse, Kompaktkurse|
C 1415-20-20|Andere Tabellenkalkulationsprogramme|
C 1415-25-10|MS PowerPoint - Grundlagen|
C 1415-25-15|MS PowerPoint - Aufbaukurse, Kompaktkurse|
C 1415-25-20|Andere Präsentations-, Businessgrafikprogramme|
C 1415-30-10|MS Outlook - Grundlagen|
C 1415-30-15|MS Outlook - Aufbaukurse, Kompaktkurse|
C 1415-30-20|Andere E-Mail-Programme|
C 1415-35-10|MS Access - Grundlagen|
C 1415-35-15|MS Access - Aufbaukurse, Kompaktkurse|
C 1415-35-20|Andere Datenbankprogramme|
C 1415-40-10|MS Project - Anwendungen|
C 1415-40-15|Andere Projektmanagementprogramme|
C 1415-45|Content-Management-Systeme (CMS) - Anwendungen|
C 1415-50-10|ICDL - International Certification of Digital Literacy|
C 1415-50-15|Computerschein, PC-Führerschein|
C 1415-50-20|Xpert Europäischer Computer-Pass|
C 1420-10|Kaufmännische IT-Anwendungen und Qualifizierungen - allgemein|
C 1420-15-10|SAP - Beraterschulungen|
C 1420-15-15|SAP FI (Finance)|
C 1420-15-20|SAP CO (Controlling)|
C 1420-15-25|SAP MM (Materials Management)|
C 1420-15-30|SAP SD (Sales and Distribution)|
C 1420-15-35|SAP PP (Production Planning)|
C 1420-15-40|SAP HR (Human Resources), HCM (Human Capital Management)|
C 1420-15-45|SAP - Andere Anwendungen / Kombinationskurse|
C 1420-20|Sage - Anwendungen und Qualifizierungen|
C 1420-25|Lexware - Anwendungen und Qualifizierungen|
C 1420-30|Datev - Anwendungen und Qualifizierungen|
C 1420-35|E-Business, E-Commerce, Shop-Systeme|
C 1425|IT-Anwendungen - naturwissenschaftlich-technischer Bereich|
C 1430-10-10|System-, Netzwerkadministration - allgemein|
C 1430-10-15|Microsoft-Systeme - Administration und Zertifizierungen|
C 1430-10-20|Linux-Systeme - Administration und Zertifizierungen|
C 1430-10-25|Andere Betriebssysteme, Netzwerke - Administration und Zertifizierungen|
C 1430-15-10|Datenbankadministration - allgemein|
C 1430-15-15|MS SQL Server - Administration und Zertifizierungen|
C 1430-15-20|Oracle - Administration und Zertifizierungen|
C 1430-15-25|Andere Datenbanksysteme - Administration und Zertifizierungen|
C 1430-20-10|Web-Administration - allgemein|
C 1430-20-15|Web-Administration - spezielle Web Server|
C 1430-25-10|IT-Sicherheit, Datenschutz - allgemein|
C 1430-25-15|Internetsicherheit, Virenschutz|
C 1430-25-20|IT-Sicherheit - Zertifizierungen|
C 1435-10-10|Softwareentwicklung, Programmierung - allgemein|
C 1435-10-15|Java-Programmierung|
C 1435-10-20|Microsoft .NET-Programmierung|
C 1435-10-25|PHP-Programmierung|
C 1435-10-30|SAP - ABAP-Programmierung|
C 1435-10-35|JavaScript und andere Script-Sprachen|
C 1435-10-45|Softwareentwicklung, Programmierung - andere Programmiersprachen/Technologien|
C 1435-10-50|Softwareentwicklung, Programmierung - Zertifizierungen|
C 1435-15-10|Datenbankentwicklung, -programmierung - allgemein|
C 1435-15-15|MS SQL Server - Datenbankentwicklung, -programmierung und Zertifizierungen|
C 1435-15-20|Oracle - Datenbankentwicklung, -programmierung und Zertifizierungen|
A 4.NRW-21.6|Berufsfachschule, Gestaltung (mittlerer Schulabschluss)|
A 4.NRW-21.7|Berufsfachschule, Informatik (mittlerer Schulabschluss)|
A 7.HES-16|PuSchB (Praxis und Schule, berufl.) (berufliche Grundbildung)|
A 9.141-14|Produktion, Fertigung|
A 9.141-15|Verkehr, Logistik|
A 9.142-00|Ausbildungsbausteine/Teilqualifikationen für gewerblich/technische Berufe|
A 9.142-02|Ausbildungsbausteine/Teilqualifikationen für IT-Berufe|
A 9.142-04|Ausbildungsbausteine/Teilqualifikationen für kaufmännische Berufe|
A 9.142-06|Ausbildungsbausteine/Teilqualifikationen für soziale/medizinische Berufe|
A 9.142-08|Ausbildungsbausteine/Teilqualifikationen für sonstige Berufsgruppen|
A 9.34-00|Prüfungsvorbereitung für gewerbliche/technische Berufe|
A 9.34-02|Prüfungsvorbereitung für IT-Berufe|
A 9.34-04|Prüfungsvorbereitung für kaufmännische Berufe|
A 9.34-06|Prüfungsvorbereitung für soziale/medizinische Berufe|
A 9.34-08|Prüfungsvorbereitung für sonstige Berufsgruppen|
C 1410-30|Betriebssysteme - Nutzung|
C 1435-15-25|Andere Datenbanksysteme - Datenbankentwicklung, -programmierung und Zertifizierungen|
C 1435-20|Software-Qualitätssicherung, Software-Testmanagement|
C 1440-10|IT-Projektmanagement|
C 1440-15|IT-Service-Management, IT Infrastructure Library (ITIL)|
C 1440-20|IT-Anwendungsberatung, Support|
C 1610-10|Einkauf - allgemein|
C 1610-15|Einkaufsstrategien|
C 1610-20|Einkaufsverhandlungen|
C 1615-10|Lagermanagement|
C 1615-15|Lagerwirtschaft|
C 1615-20-10|Material- und Warenwirtschaft - allgemein|
C 1615-20-15|Materialdisposition, Materialmanagement|
C 1615-30|Gabelstapler-/Flurförderzeug-Führerscheine und Unterweisung|
C 1620-10-10|Verkehrs- und Speditionswesen|
C 1620-10-15|Fachkunde für angehende Unternehmer/innen / Verkehrsleiter/innen im Personen-/Güterkraftverkehr|
C 1620-15-10|Umgang mit Gefahrgut, Gefahrguttransport|
C 1620-15-15|Gefahrgutbeauftragte im Unternehmen - Schulungen|
C 1620-15-20|Gefahrgutfahrer/innen - Schulungen|
C 1620-15-25|Ladungssicherung|
C 1620-20-10|Güter-/Personenverkehr - allgemein|
C 1620-20-15|Führerscheine und Beförderungsberechtigungen|
C 1620-20-20|EU-Berufskraftfahrer/innen - (Beschleunigte) Grundqualifikation / Weiterbildung nach Berufskraftfahrer-Qualifikations-Gesetz|
C 1620-20-25|Service-, Kurier-, Expressfahrdienst|
C 1620-20-30|Fahrlehrer/innen - Fachfortbildung|
C 1620-25|Schienenverkehr|
C 1620-30|Schiffsverkehr|
C 1620-35-10|Luftverkehr - allgemein|
C 1620-35-15|Luftsicherheit|
C 1810-10|Landwirtschaft, Weinbau - allgemein|
C 1810-15|Pflanzenschutz|
C 1815|Tierzucht, -haltung|
C 1820|Tierpflege|
C 1825|Forst- und Jagdwirtschaft|
C 1830|Fischerei, Fischwirtschaft|
C 1835-10|Garten- und Landschaftsbau|
C 1835-15|Baumpflege|
C 1835-20|Sportplatzbau, Golfplatzpflege|
C 1835-25|Gartenbau - sonstige Fachfortbildung|
C 1840|Floristik|
C 1845-10|Umwelt- und Naturschutz - allgemein|
C 1845-15|Betrieblicher Umweltschutz, Umweltmanagement|
C 1845-20|Umweltmanagement-Beauftragte im Unternehmen - Schulungen|
C 1845-25|Umweltmanagement-Auditor(en/innen) - Schulungen|
C 1845-30|Immissions- und Emissionsschutz|
C 1845-35|Betriebsbeauftragte für Immissionsschutz - Schulungen|
C 1850-10-10|Bäckerei|
C 1850-10-15|Konditorei, Süßwarenherstellung|
C 1850-10-20|Fleischerei|
C 1850-15|Milch, Milchprodukte, Molkereiwesen|
C 1850-20|Getränkeherstellung, Brauereiwesen|
C 2010-10|Mathematik - allgemein|
C 2010-15|Angewandte Mathematik, Fachrechnen|
C 2010-20|Statistik, Statistikprogramme, Wahrscheinlichkeitsrechnung|
C 2015|Technisch-naturwissenschaftliches Grundwissen|
C 2020|Naturwissenschaftliches Labor|
A 7.SAN-11.3|Berufsfachschule, Sozialpflege (berufliche Grundbildung)|
ME|Allgemeine und branchenspezifische berufsbezogene Sprachförderung (ESF-BAMF)|
MQ 01|Anderweitig nicht genannte Berufe (akademisch)|
MQ 02|Anderweitig nicht genannte Berufe (nicht-akademisch)|
MQ 03|Berufsfeldübergreifende Qualifizierungsmaßnahmen|
MQ 04|Büroberufe, Vertriebs- und kaufmännische Berufe (nicht-akademisch)|
MQ 05|Dienstleistungsberufe (akademisch/nicht-akademisch)|
MQ 06|Erziehungs- und Sozialberufe (akademisch)|
MQ 07|Erziehungs- und Sozialberufe (nicht-akademisch)|
MQ 08|Geistes- und gesellschaftswissenschaftliche Berufe (akademisch)|
MQ 09|Gesundheitsberufe (akademisch)|
MQ 10|Gesundheitsberufe (nicht-akademisch)|
MQ 11|Handwerkliche und technische Berufe (nicht-akademisch)|
MQ 12|Ingenieure, Architekten und technische Berufe (akademisch)|
MQ 13|IT-Berufe (akademisch/nicht-akademisch)|
MQ 14|Naturwissenschaftliche Berufe (akademisch/nicht-akademisch)|
MQ 15|Wirtschaftswissenschaftliche Berufe (akademisch)|
A 1.BER-45|Zusatzqualifikation während dualer Berufsausbildung (allgemeine Hochschulreife)|
A 7.BAW-11.18|Berufsfachschule - einjährig, Radio-/Fernsehtechnik (berufliche Grundbildung)|
C 2025-10|Biologie|
C 2025-15|Biotechnologie|
C 2030-10|Chemie, chemische Technik|
C 2030-15|Analytische Chemie|
C 2035|Geowissenschaften, Geoinformationssysteme|
C 2040-10|Physik|
C 2040-15|Physikalische Messtechnik|
C 2045|Pharmazie, Pharmatechnik|
C 2050|Verfahrenstechnik|
C 2055-10|Werkstofftechnik|
C 2055-15|Werkstoffprüfung|
C 2210-10|Film-, Fernseh-, Videoproduktion|
C 2210-15|Bild-, Ton-, Kameratechnik|
C 2210-20|Drehbucharbeit|
C 2210-25|Regie- und Dreharbeit, Aufnahme- und Produktionsleitung, Filmausstattung, Szenenbild|
C 2210-30|Hörfunk|
C 2215-10-10|Journalistik, Publizistik - allgemein|
C 2215-10-15|Online-Redaktion, Cross-Media-Publishing|
C 2215-10-20|Journalistische Arbeitstechniken|
C 2215-10-25|Hörfunk- und Fernsehjournalismus|
C 2215-15|Technische Redaktion|
C 2215-20|Schreiben, literarische Produktion|
C 2215-25|Verlagswesen|
C 2215-30|Buchhandel|
C 2220-10|Bibliothekswesen|
C 2220-15|Informations- und Dokumentationswesen|
C 2220-20|Archivwesen|
C 2220-25|Museologie|
C 2225-10|Restaurierung, Historische Materialkunde und Handwerkstechniken|
C 2225-15|Denkmalschutz und -pflege|
C 2230-10|Politik|
C 2230-15|Soziologie|
C 2230-20|Philosophie, Ethik|
C 2230-25|Geschichte, Kulturgeschichte|
C 2235|Medien-, Kultur-, Musikmanagement|
C 2240-10-10|Musik - allgemein|
C 2240-10-15|Musikschulleitung, Chor- und Orchesterleitung|
C 2240-10-20|Musik, Rhythmus und Bewegung|
C 2240-10-25|Musikalische Elementarerziehung, Musikpädagogik|
C 2240-15-10|Tanz - allgemein|
C 2240-15-15|Tanzpädagogik, Tanzleitung|
C 2240-20-10|Theater, Schauspiel - allgemein|
C 2240-20-15|Theaterpädagogik|
C 2240-25|Veranstaltungs-, Bühnen- und Pyrotechnik|
C 2245-10|Bildhauerei, Plastisches Gestalten|
C 2245-15-10|Kunstmalerei, Grafik - allgemein|
C 2245-15-15|Farblehre, Bild- und Schriftgestaltung|
C 2245-15-20|Mal- und Zeichentechniken|
C 2245-15-25|Studienvorbereitung - Bereich Kunst/Grafik/Gestaltung|
C 2245-20|Produktgestaltung|
C 2245-25-10|Raumgestaltung, -ausstattung - allgemein|
C 2245-25-15|Feng Shui|
C 2250-10|Fotografie, Fototechnik|
C 2250-15|Desktop-Publishing (DTP)|
C 2250-20|Digitale Bildbearbeitung|
C 2250-25|Computergrafik, -animation|
C 2250-30|PDF-Dokumentenmanagement|
C 2250-35|Mediengestaltung, Multimedia-Produktion, Webdesign|
C 2255-10|Druckvorstufe|
C 2255-15|Drucktechnik, -verfahren|
C 2255-20|Druckweiterverarbeitung, Buchbinden|
C 2410-10|Metallbe- und -verarbeitung - allgemein|
A 4.BAW-22|Berufsfachschule Pädagogische Erprobung - Aufbaustufe (Fachschulreife)|
A 4.SAN-21.4|Berufsfachschule, Technik (Realschulabschluss)|
A 7.BAW-17|Berufsfachschule Pädagogische Erprobung - Basisstufe (berufliche Grundbildung)|
A 7.BAW-18|Ausbildungsvorbereitung Dual - AVD (berufliche Grundbildung)|
A 7.BAW-21.8|Berufskolleg für Sozialpädagogik (berufliche Grundbildung)|
A 7.NRW-12.7|Berufsfachschule, Wirtschaft und Verwaltung (berufliche Grundbildung)|
C 1020-21|Leistungsangebote im medizinischen Bereich (z.B. IGeL-Leistungen)|
C 1025-16|Kranken-, Altenpflege - spezielle Themengebiete|
C 1025-20-10-11|Pflegeberater/in|
C 1025-30-10|Kranken-, Altenbetreuung - allgemein|
C 1025-30-15|Kranken-, Altenbetreuung - Menschen mit Demenzerkrankung|
C 2615-10-11|Elementarerziehung - Grundqualifizierung|
C 3010-16|Sicherheit auf Kinderspielplätzen|
C 3010-17|Arbeitsschutz-Management-System - Sicherheits-Certifikat-Contraktoren (SCC)|
C 3010-18|Arbeitssicherheit - Motorsäge bzw. Arbeitssicherheit - Baumarbeiten|
C 2410-15-10|Hütten-, Gießereitechnik, Umformtechnik|
C 2410-15-15|Spanende Metallverformung (Drehen, Fräsen)|
C 2410-15-20|Galvanik, Oberflächenbehandlung|
C 2410-20|Schlosserei, Stahl- und Metallbau|
C 2410-25|Blechbe- und -verarbeitung, Behälter- und Apparatebau|
C 2410-30|Blitzschutzanlagenbau und -prüfung|
C 2415-10|Maschinen-, Anlagenbau|
C 2415-15|Maschinen-, Anlagenbetrieb, -überwachung|
C 2420-10|Rohrschlosserei, Rohrleitungsmontage|
C 2420-15|Sanitärtechnik|
C 2420-20|Heizungstechnik|
C 2420-25|Gastechnik|
C 2420-30|Lüftungs-, Klima-, Kältetechnik|
C 2420-35|Gebäudesystemtechnik|
C 2425-10|Werkzeugbau|
C 2425-15|Feinwerktechnik|
C 2425-20|Technische Optik|
C 2430-10|Produktions-, Fertigungstechnik|
C 2430-15-10|NC-/CNC-Technik - Anwendung und Betrieb|
C 2430-15-15|NC-/CNC-Technik - Programmierung|
C 2430-20|Robotik, Handhabungstechnik, CAM/CIM-Technik|
C 2435-10-10|Automatisierungstechnik - allgemein|
C 2435-10-15|Automatisierungstechnik - spezielle Systeme|
C 2435-10-20|Prozessautomatisierung|
C 2435-15|SPS-Technik, SPS-Programmierung|
C 2435-20|Hydraulik, Pneumatik, Hybride Steuerungstechnik|
C 2440-10-10|Kraftfahrzeugtechnik, -instandhaltung - allgemein|
C 2440-10-15|Kraftfahrzeugtechnik, -instandhaltung - Abgasuntersuchung, -technik|
C 2440-10-20|Kraftfahrzeugtechnik, -instandhaltung - Elektrik, Elektronik|
C 2440-10-25|Kraftfahrzeugtechnik, -instandhaltung - Hydraulik, Pneumatik, Bremstechnik|
C 2440-10-30|Kraftfahrzeugtechnik, -instandhaltung - Karosserie|
C 2440-10-35|Kraftfahrzeugtechnik, -instandhaltung - Motortechnik|
C 2440-10-40|Kraftfahrzeugtechnik, -instandhaltung - Sicherheitstechnik|
C 2440-15|Elektromobilität|
C 2440-20|Fahrzeugsachverständigenwesen, -prüfung|
C 2440-25|Luft-, Raumfahrttechnik|
C 2440-30|Schiff-, Bootsbau, Meerestechnik|
C 2440-35|Eisenbahn-, Schienenfahrzeugtechnik|
C 2440-40|Zweiradtechnik|
C 2445-10-10|Gasschweißen - DVS-IIW/EWF G 3 - G 6 (Stahl)|
C 2445-10-15|Gasschweißen - Sonderschulungen nach DIN EN 287-1/DIN EN ISO|
C 2445-10-20|Gasschweißen - sonstige Lehrgänge|
C 2445-15-10|Lichtbogen-, Elektrodenhandschweißen - DVS-IIW/EWF E 1 - E 6 (Stahl)|
C 2445-15-15|Lichtbogen-, Elektrodenhandschweißen - Sonderschulungen nach DIN EN 287-1/DIN EN ISO|
C 2445-15-20|Lichtbogen-, Elektrodenhandschweißen - sonstige Lehrgänge|
C 2445-20-10|Metallaktivgasschweißen - DVS-IIW/EWF MAG-St 1 - St 6 (Stahl)|
C 2445-20-15|Metallaktivgasschweißen - DVS-IIW/EWF MAG-CrNi 1 - CrNi 6 (Chrom-Nickel)|
C 2445-20-20|Metallaktivgasschweißen - Sonderschulungen nach DIN EN 287-1/DIN EN ISO|
C 2445-20-25|Metallaktivgasschweißen - sonstige Lehrgänge (Stahl, Chrom-Nickel, Betonstahl)|
C 2445-25-10|Metallinertgasschweißen - DVS-IIW/EWF MIG-Al 1 - Al 6 (Aluminium)|
C 2445-25-15|Metallinertgasschweißen - Sonderschulungen nach DIN EN 287-1/DIN EN ISO|
SA 01|§ 45 Abs. 1 Nr. 1 SGB III: Heranführung an den Ausbildungs- und Arbeitsmarkt sowie Feststellung, Verringerung oder Beseitigung von Vermittlungshemmnissen|
SA 04|§ 45 Abs. 1 Nr. 4 SGB III: Heranführung an eine selbständige Tätigkeit|
SA 05|§ 45 Abs. 1 Nr. 5 SGB III: Stabilisierung einer Beschäftigungsaufnahme|
C 2445-25-20|Metallinertgasschweißen - sonstige Lehrgänge|
C 2445-30-10|Wolframschutzgas-, Wolframinertgasschweißen - DVS-IIW/EWF WIG-St 1 - St 6 (Stahl)|
C 2445-30-15|Wolframschutzgas-, Wolframinertgasschweißen - DVS-IIW/EWF WIG-CrNi 1 - CrNi 6 (Chrom-Nickel)|
C 2445-30-20|Wolframschutzgas-, Wolframinertgasschweißen - DVS-IIW/EWF WIG-Al 1 - Al 6 (Aluminium)|
C 2445-30-25|Wolframschutzgas-, Wolframinertgasschweißen - Sonderschulungen nach DIN EN 287-1/DIN EN ISO|
C 2445-30-30|Wolframschutzgas-, Wolframinertgasschweißen - sonstige Lehrgänge|
C 2445-35|Schweißen - Kombinationsschulungen, sonstige Lehrgänge|
C 2445-40|Sonderschweißverfahren, automatisiertes Schweißen|
C 2445-45|Schweißen - Aufsicht, Konstruktion, Lehre|
C 2445-50|Trenntechniken, Schneid- und Richtverfahren|
C 2445-55|Lötverfahren|
C 2445-60|Klebtechniken|
C 2610-10|Pädagogische Diagnostik, Konzepte, Methoden|
C 2610-15|Lernpädagogik, Lernberatung|
C 2610-20|Erlebnispädagogik|
C 2610-25|Erziehung, Pädagogik - sonstige Fachfortbildung|
C 2615-10-10|Elementarpädagogik/-erziehung - allgemein|
C 2615-10-15|Kreative Elementarerziehung|
C 2615-10-20|Körperarbeit und Bewegungserziehung mit Kindern|
C 2615-10-25|Sprachentwicklung, -förderung, Kommunikation mit Kindern|
C 2615-10-30|Integrative Elementarerziehung|
C 2615-15|Schulpädagogik, Fachdidaktik|
C 2615-20|Horterziehung|
C 2620-10|Erwachsenenbildung - Methoden, Didaktik|
C 2620-15|Erwachsenenbildung - Kursleitung|
C 2620-20|Erwachsenenbildung - sonstige Fachfortbildung|
C 2625-10|Sonderpädagogische Diagnostik, Frühförderung|
C 2625-15|Arbeit mit Menschen mit körperlichen, Seh-, Hör- und Sprachbehinderungen, Lernbehinderungen|
C 2625-20|Arbeit mit Menschen mit geistigen Behinderungen|
C 2625-25|Verhaltensauffälligkeiten, -störungen, Arbeit mit Menschen mit psychischen Behinderungen|
C 2625-30|Heilpädagogisches Reiten, Tiertherapien|
C 2625-35|Heil- und Sonderpädagogik - sonstige Fachfortbildung|
C 2630-10-10|Soziale Beratung, Coaching - Techniken, Methoden|
C 2630-10-15-10|Familienberatung|
C 2630-10-15-15|Elternberatung, Erziehungsberatung|
C 2630-10-15-20|Schuldnerberatung|
